filename,path,classe,width,height
saudavel_053.png,../data/synthetic/imagens_videira/saudavel\saudavel_053.png,saudavel,256,256
saudavel_054.png,../data/synthetic/imagens_videira/saudavel\saudavel_054.png,saudavel,256,256
saudavel_055.png,../data/synthetic/imagens_videira/saudavel\saudavel_055.png,saudavel,256,256
saudavel_056.png,../data/synthetic/imagens_videira/saudavel\saudavel_056.png,saudavel,256,256
saudavel_057.png,../data/synthetic/imagens_videira/saudavel\saudavel_057.png,saudavel,256,256
saudavel_058.png,../data/synthetic/imagens_videira/saudavel\saudavel_058.png,saudavel,256,256
saudavel_059.png,../data/synthetic/imagens_videira/saudavel\saudavel_059.png,saudavel,256,256
saudavel_060.png,../data/synthetic/imagens_videira/saudavel\saudavel_060.png,saudavel,256,256
saudavel_061.png,../data/synthetic/imagens_videira/saudavel\saudavel_061.png,saudavel,256,256
saudavel_062.png,../data/synthetic/imagens_videira/saudavel\saudavel_062.png,saudavel,256,256
saudavel_063.png,../data/synthetic/imagens_videira/saudavel\saudavel_063.png,saudavel,256,256
saudavel_064.png,../data/synthetic/imagens_videira/saudavel\saudavel_064.png,saudavel,256,256
saudavel_065.png,../data/synthetic/imagens_videira/saudavel\saudavel_065.png,saudavel,256,256
saudavel_066.png,../data/synthetic/imagens_videira/saudavel\saudavel_066.png,saudavel,256,256
saudavel_067.png,../data/synthetic/imagens_videira/saudavel\saudavel_067.png,saudavel,256,256
saudavel_068.png,../data/synthetic/imagens_videira/saudavel\saudavel_068.png,saudavel,256,256
saudavel_069.png,../data/synthetic/imagens_videira/saudavel\saudavel_069.png,saudavel,256,256
saudavel_070.png,../data/synthetic/imagens_videira/saudavel\saudavel_070.png,saudavel,256,256
saudavel_071.png,../data/synthetic/imagens_videira/saudavel\saudavel_071.png,saudavel,256,256
saudavel_072.png,../data/synthetic/imagens_videira/saudavel\saudavel_072.png,saudavel,256,256
saudavel_073.png,../data/synthetic/imagens_videira/saudavel\saudavel_073.png,saudavel,256,256
saudavel_074.png,../data/synthetic/imagens_videira/saudavel\saudavel_074.png,saudavel,256,256
saudavel_075.png,../data/synthetic/imagens_videira/saudavel\saudavel_075.png,saudavel,256,256
saudavel_076.png,../data/synthetic/imagens_videira/saudavel\saudavel_076.png,saudavel,256,256
saudavel_077.png,../data/synthetic/imagens_videira/saudavel\saudavel_077.png,saudavel,256,256
saudavel_078.png,../data/synthetic/imagens_videira/saudavel\saudavel_078.png,saudavel,256,256
saudavel_079.png,../data/synthetic/imagens_videira/saudavel\saudavel_079.png,saudavel,256,256
saudavel_080.png,../data/synthetic/imagens_videira/saudavel\saudavel_080.png,saudavel,256,256
saudavel_081.png,../data/synthetic/imagens_videira/saudavel\saudavel_081.png,saudavel,256,256
saudavel_082.png,../data/synthetic/imagens_videira/saudavel\saudavel_082.png,saudavel,256,256
saudavel_083.png,../data/synthetic/imagens_videira/saudavel\saudavel_083.png,saudavel,256,256
saudavel_084.png,../data/synthetic/imagens_videira/saudavel\saudavel_084.png,saudavel,256,256
saudavel_085.png,../data/synthetic/imagens_videira/saudavel\saudavel_085.png,saudavel,256,256
saudavel_086.png,../data/synthetic/imagens_videira/saudavel\saudavel_086.png,saudavel,256,256
saudavel_087.png,../data/synthetic/imagens_videira/saudavel\saudavel_087.png,saudavel,256,256
saudavel_088.png,../data/synthetic/imagens_videira/saudavel\saudavel_088.png,saudavel,256,256
saudavel_089.png,../data/synthetic/imagens_videira/saudavel\saudavel_089.png,saudavel,256,256
saudavel_090.png,../data/synthetic/imagens_videira/saudavel\saudavel_090.png,saudavel,256,256
saudavel_091.png,../data/synthetic/imagens_videira/saudavel\saudavel_091.png,saudavel,256,256
saudavel_092.png,../data/synthetic/imagens_videira/saudavel\saudavel_092.png,saudavel,256,256
saudavel_093.png,../data/synthetic/imagens_videira/saudavel\saudavel_093.png,saudavel,256,256
saudavel_094.png,../data/synthetic/imagens_videira/saudavel\saudavel_094.png,saudavel,256,256
saudavel_095.png,../data/synthetic/imagens_videira/saudavel\saudavel_095.png,saudavel,256,256
saudavel_096.png,../data/synthetic/imagens_videira/saudavel\saudavel_096.png,saudavel,256,256
saudavel_097.png,../data/synthetic/imagens_videira/saudavel\saudavel_097.png,saudavel,256,256
saudavel_098.png,../data/synthetic/imagens_videira/saudavel\saudavel_098.png,saudavel,256,256
saudavel_099.png,../data/synthetic/imagens_videira/saudavel\saudavel_099.png,saudavel,256,256
saudavel_100.png,../data/synthetic/imagens_videira/saudavel\saudavel_100.png,saudavel,256,256
saudavel_101.png,../data/synthetic/imagens_videira/saudavel\saudavel_101.png,saudavel,256,256
saudavel_102.png,../data/synthetic/imagens_videira/saudavel\saudavel_102.png,saudavel,256,256
saudavel_103.png,../data/synthetic/imagens_videira/saudavel\saudavel_103.png,saudavel,256,256
saudavel_104.png,../data/synthetic/imagens_videira/saudavel\saudavel_104.png,saudavel,256,256
saudavel_105.png,../data/synthetic/imagens_videira/saudavel\saudavel_105.png,saudavel,256,256
saudavel_106.png,../data/synthetic/imagens_videira/saudavel\saudavel_106.png,saudavel,256,256
saudavel_107.png,../data/synthetic/imagens_videira/saudavel\saudavel_107.png,saudavel,256,256
saudavel_108.png,../data/synthetic/imagens_videira/saudavel\saudavel_108.png,saudavel,256,256
saudavel_109.png,../data/synthetic/imagens_videira/saudavel\saudavel_109.png,saudavel,256,256
saudavel_110.png,../data/synthetic/imagens_videira/saudavel\saudavel_110.png,saudavel,256,256
saudavel_111.png,../data/synthetic/imagens_videira/saudavel\saudavel_111.png,saudavel,256,256
saudavel_112.png,../data/synthetic/imagens_videira/saudavel\saudavel_112.png,saudavel,256,256
saudavel_113.png,../data/synthetic/imagens_videira/saudavel\saudavel_113.png,saudavel,256,256
saudavel_114.png,../data/synthetic/imagens_videira/saudavel\saudavel_114.png,saudavel,256,256
saudavel_115.png,../data/synthetic/imagens_videira/saudavel\saudavel_115.png,saudavel,256,256
saudavel_116.png,../data/synthetic/imagens_videira/saudavel\saudavel_116.png,saudavel,256,256
saudavel_117.png,../data/synthetic/imagens_videira/saudavel\saudavel_117.png,saudavel,256,256
saudavel_118.png,../data/synthetic/imagens_videira/saudavel\saudavel_118.png,saudavel,256,256
saudavel_119.png,../data/synthetic/imagens_videira/saudavel\saudavel_119.png,saudavel,256,256
saudavel_120.png,../data/synthetic/imagens_videira/saudavel\saudavel_120.png,saudavel,256,256
saudavel_121.png,../data/synthetic/imagens_videira/saudavel\saudavel_121.png,saudavel,256,256
saudavel_122.png,../data/synthetic/imagens_videira/saudavel\saudavel_122.png,saudavel,256,256
saudavel_123.png,../data/synthetic/imagens_videira/saudavel\saudavel_123.png,saudavel,256,256
saudavel_124.png,../data/synthetic/imagens_videira/saudavel\saudavel_124.png,saudavel,256,256
saudavel_125.png,../data/synthetic/imagens_videira/saudavel\saudavel_125.png,saudavel,256,256
saudavel_126.png,../data/synthetic/imagens_videira/saudavel\saudavel_126.png,saudavel,256,256
saudavel_127.png,../data/synthetic/imagens_videira/saudavel\saudavel_127.png,saudavel,256,256
saudavel_128.png,../data/synthetic/imagens_videira/saudavel\saudavel_128.png,saudavel,256,256
saudavel_129.png,../data/synthetic/imagens_videira/saudavel\saudavel_129.png,saudavel,256,256
saudavel_130.png,../data/synthetic/imagens_videira/saudavel\saudavel_130.png,saudavel,256,256
saudavel_131.png,../data/synthetic/imagens_videira/saudavel\saudavel_131.png,saudavel,256,256
saudavel_132.png,../data/synthetic/imagens_videira/saudavel\saudavel_132.png,saudavel,256,256
saudavel_133.png,../data/synthetic/imagens_videira/saudavel\saudavel_133.png,saudavel,256,256
saudavel_134.png,../data/synthetic/imagens_videira/saudavel\saudavel_134.png,saudavel,256,256
saudavel_135.png,../data/synthetic/imagens_videira/saudavel\saudavel_135.png,saudavel,256,256
saudavel_136.png,../data/synthetic/imagens_videira/saudavel\saudavel_136.png,saudavel,256,256
saudavel_137.png,../data/synthetic/imagens_videira/saudavel\saudavel_137.png,saudavel,256,256
saudavel_138.png,../data/synthetic/imagens_videira/saudavel\saudavel_138.png,saudavel,256,256
saudavel_139.png,../data/synthetic/imagens_videira/saudavel\saudavel_139.png,saudavel,256,256
saudavel_140.png,../data/synthetic/imagens_videira/saudavel\saudavel_140.png,saudavel,256,256
saudavel_141.png,../data/synthetic/imagens_videira/saudavel\saudavel_141.png,saudavel,256,256
saudavel_142.png,../data/synthetic/imagens_videira/saudavel\saudavel_142.png,saudavel,256,256
saudavel_143.png,../data/synthetic/imagens_videira/saudavel\saudavel_143.png,saudavel,256,256
saudavel_144.png,../data/synthetic/imagens_videira/saudavel\saudavel_144.png,saudavel,256,256
saudavel_145.png,../data/synthetic/imagens_videira/saudavel\saudavel_145.png,saudavel,256,256
saudavel_146.png,../data/synthetic/imagens_videira/saudavel\saudavel_146.png,saudavel,256,256
saudavel_147.png,../data/synthetic/imagens_videira/saudavel\saudavel_147.png,saudavel,256,256
saudavel_148.png,../data/synthetic/imagens_videira/saudavel\saudavel_148.png,saudavel,256,256
saudavel_149.png,../data/synthetic/imagens_videira/saudavel\saudavel_149.png,saudavel,256,256
saudavel_150.png,../data/synthetic/imagens_videira/saudavel\saudavel_150.png,saudavel,256,256
saudavel_151.png,../data/synthetic/imagens_videira/saudavel\saudavel_151.png,saudavel,256,256
saudavel_152.png,../data/synthetic/imagens_videira/saudavel\saudavel_152.png,saudavel,256,256
saudavel_153.png,../data/synthetic/imagens_videira/saudavel\saudavel_153.png,saudavel,256,256
saudavel_154.png,../data/synthetic/imagens_videira/saudavel\saudavel_154.png,saudavel,256,256
saudavel_155.png,../data/synthetic/imagens_videira/saudavel\saudavel_155.png,saudavel,256,256
saudavel_156.png,../data/synthetic/imagens_videira/saudavel\saudavel_156.png,saudavel,256,256
saudavel_157.png,../data/synthetic/imagens_videira/saudavel\saudavel_157.png,saudavel,256,256
saudavel_158.png,../data/synthetic/imagens_videira/saudavel\saudavel_158.png,saudavel,256,256
saudavel_159.png,../data/synthetic/imagens_videira/saudavel\saudavel_159.png,saudavel,256,256
saudavel_160.png,../data/synthetic/imagens_videira/saudavel\saudavel_160.png,saudavel,256,256
saudavel_161.png,../data/synthetic/imagens_videira/saudavel\saudavel_161.png,saudavel,256,256
saudavel_162.png,../data/synthetic/imagens_videira/saudavel\saudavel_162.png,saudavel,256,256
saudavel_163.png,../data/synthetic/imagens_videira/saudavel\saudavel_163.png,saudavel,256,256
saudavel_164.png,../data/synthetic/imagens_videira/saudavel\saudavel_164.png,saudavel,256,256
saudavel_165.png,../data/synthetic/imagens_videira/saudavel\saudavel_165.png,saudavel,256,256
saudavel_166.png,../data/synthetic/imagens_videira/saudavel\saudavel_166.png,saudavel,256,256
saudavel_167.png,../data/synthetic/imagens_videira/saudavel\saudavel_167.png,saudavel,256,256
saudavel_168.png,../data/synthetic/imagens_videira/saudavel\saudavel_168.png,saudavel,256,256
saudavel_169.png,../data/synthetic/imagens_videira/saudavel\saudavel_169.png,saudavel,256,256
saudavel_170.png,../data/synthetic/imagens_videira/saudavel\saudavel_170.png,saudavel,256,256
saudavel_171.png,../data/synthetic/imagens_videira/saudavel\saudavel_171.png,saudavel,256,256
saudavel_172.png,../data/synthetic/imagens_videira/saudavel\saudavel_172.png,saudavel,256,256
saudavel_173.png,../data/synthetic/imagens_videira/saudavel\saudavel_173.png,saudavel,256,256
saudavel_174.png,../data/synthetic/imagens_videira/saudavel\saudavel_174.png,saudavel,256,256
saudavel_175.png,../data/synthetic/imagens_videira/saudavel\saudavel_175.png,saudavel,256,256
saudavel_176.png,../data/synthetic/imagens_videira/saudavel\saudavel_176.png,saudavel,256,256
saudavel_177.png,../data/synthetic/imagens_videira/saudavel\saudavel_177.png,saudavel,256,256
saudavel_178.png,../data/synthetic/imagens_videira/saudavel\saudavel_178.png,saudavel,256,256
saudavel_179.png,../data/synthetic/imagens_videira/saudavel\saudavel_179.png,saudavel,256,256
saudavel_180.png,../data/synthetic/imagens_videira/saudavel\saudavel_180.png,saudavel,256,256
saudavel_181.png,../data/synthetic/imagens_videira/saudavel\saudavel_181.png,saudavel,256,256
saudavel_182.png,../data/synthetic/imagens_videira/saudavel\saudavel_182.png,saudavel,256,256
saudavel_183.png,../data/synthetic/imagens_videira/saudavel\saudavel_183.png,saudavel,256,256
saudavel_184.png,../data/synthetic/imagens_videira/saudavel\saudavel_184.png,saudavel,256,256
saudavel_185.png,../data/synthetic/imagens_videira/saudavel\saudavel_185.png,saudavel,256,256
saudavel_186.png,../data/synthetic/imagens_videira/saudavel\saudavel_186.png,saudavel,256,256
saudavel_187.png,../data/synthetic/imagens_videira/saudavel\saudavel_187.png,saudavel,256,256
saudavel_188.png,../data/synthetic/imagens_videira/saudavel\saudavel_188.png,saudavel,256,256
saudavel_189.png,../data/synthetic/imagens_videira/saudavel\saudavel_189.png,saudavel,256,256
saudavel_190.png,../data/synthetic/imagens_videira/saudavel\saudavel_190.png,saudavel,256,256
saudavel_191.png,../data/synthetic/imagens_videira/saudavel\saudavel_191.png,saudavel,256,256
saudavel_192.png,../data/synthetic/imagens_videira/saudavel\saudavel_192.png,saudavel,256,256
saudavel_193.png,../data/synthetic/imagens_videira/saudavel\saudavel_193.png,saudavel,256,256
saudavel_194.png,../data/synthetic/imagens_videira/saudavel\saudavel_194.png,saudavel,256,256
saudavel_195.png,../data/synthetic/imagens_videira/saudavel\saudavel_195.png,saudavel,256,256
saudavel_196.png,../data/synthetic/imagens_videira/saudavel\saudavel_196.png,saudavel,256,256
saudavel_197.png,../data/synthetic/imagens_videira/saudavel\saudavel_197.png,saudavel,256,256
saudavel_198.png,../data/synthetic/imagens_videira/saudavel\saudavel_198.png,saudavel,256,256
saudavel_199.png,../data/synthetic/imagens_videira/saudavel\saudavel_199.png,saudavel,256,256
mildio_000.png,../data/synthetic/imagens_videira/mildio\mildio_000.png,mildio,256,256
mildio_001.png,../data/synthetic/imagens_videira/mildio\mildio_001.png,mildio,256,256
mildio_002.png,../data/synthetic/imagens_videira/mildio\mildio_002.png,mildio,256,256
mildio_003.png,../data/synthetic/imagens_videira/mildio\mildio_003.png,mildio,256,256
mildio_004.png,../data/synthetic/imagens_videira/mildio\mildio_004.png,mildio,256,256
mildio_005.png,../data/synthetic/imagens_videira/mildio\mildio_005.png,mildio,256,256
mildio_006.png,../data/synthetic/imagens_videira/mildio\mildio_006.png,mildio,256,256
mildio_007.png,../data/synthetic/imagens_videira/mildio\mildio_007.png,mildio,256,256
mildio_008.png,../data/synthetic/imagens_videira/mildio\mildio_008.png,mildio,256,256
mildio_009.png,../data/synthetic/imagens_videira/mildio\mildio_009.png,mildio,256,256
mildio_010.png,../data/synthetic/imagens_videira/mildio\mildio_010.png,mildio,256,256
mildio_011.png,../data/synthetic/imagens_videira/mildio\mildio_011.png,mildio,256,256
mildio_012.png,../data/synthetic/imagens_videira/mildio\mildio_012.png,mildio,256,256
mildio_013.png,../data/synthetic/imagens_videira/mildio\mildio_013.png,mildio,256,256
mildio_014.png,../data/synthetic/imagens_videira/mildio\mildio_014.png,mildio,256,256
mildio_015.png,../data/synthetic/imagens_videira/mildio\mildio_015.png,mildio,256,256
mildio_016.png,../data/synthetic/imagens_videira/mildio\mildio_016.png,mildio,256,256
mildio_017.png,../data/synthetic/imagens_videira/mildio\mildio_017.png,mildio,256,256
mildio_018.png,../data/synthetic/imagens_videira/mildio\mildio_018.png,mildio,256,256
mildio_019.png,../data/synthetic/imagens_videira/mildio\mildio_019.png,mildio,256,256
mildio_020.png,../data/synthetic/imagens_videira/mildio\mildio_020.png,mildio,256,256
mildio_021.png,../data/synthetic/imagens_videira/mildio\mildio_021.png,mildio,256,256
mildio_022.png,../data/synthetic/imagens_videira/mildio\mildio_022.png,mildio,256,256
mildio_023.png,../data/synthetic/imagens_videira/mildio\mildio_023.png,mildio,256,256
mildio_024.png,../data/synthetic/imagens_videira/mildio\mildio_024.png,mildio,256,256
mildio_025.png,../data/synthetic/imagens_videira/mildio\mildio_025.png,mildio,256,256
mildio_026.png,../data/synthetic/imagens_videira/mildio\mildio_026.png,mildio,256,256
mildio_027.png,../data/synthetic/imagens_videira/mildio\mildio_027.png,mildio,256,256
mildio_028.png,../data/synthetic/imagens_videira/mildio\mildio_028.png,mildio,256,256
mildio_029.png,../data/synthetic/imagens_videira/mildio\mildio_029.png,mildio,256,256
mildio_030.png,../data/synthetic/imagens_videira/mildio\mildio_030.png,mildio,256,256
mildio_031.png,../data/synthetic/imagens_videira/mildio\mildio_031.png,mildio,256,256
mildio_032.png,../data/synthetic/imagens_videira/mildio\mildio_032.png,mildio,256,256
mildio_033.png,../data/synthetic/imagens_videira/mildio\mildio_033.png,mildio,256,256
mildio_034.png,../data/synthetic/imagens_videira/mildio\mildio_034.png,mildio,256,256
mildio_035.png,../data/synthetic/imagens_videira/mildio\mildio_035.png,mildio,256,256
mildio_036.png,../data/synthetic/imagens_videira/mildio\mildio_036.png,mildio,256,256
mildio_037.png,../data/synthetic/imagens_videira/mildio\mildio_037.png,mildio,256,256
mildio_038.png,../data/synthetic/imagens_videira/mildio\mildio_038.png,mildio,256,256
mildio_039.png,../data/synthetic/imagens_videira/mildio\mildio_039.png,mildio,256,256
mildio_040.png,../data/synthetic/imagens_videira/mildio\mildio_040.png,mildio,256,256
mildio_041.png,../data/synthetic/imagens_videira/mildio\mildio_041.png,mildio,256,256
mildio_042.png,../data/synthetic/imagens_videira/mildio\mildio_042.png,mildio,256,256
mildio_043.png,../data/synthetic/imagens_videira/mildio\mildio_043.png,mildio,256,256
mildio_044.png,../data/synthetic/imagens_videira/mildio\mildio_044.png,mildio,256,256
mildio_045.png,../data/synthetic/imagens_videira/mildio\mildio_045.png,mildio,256,256
mildio_046.png,../data/synthetic/imagens_videira/mildio\mildio_046.png,mildio,256,256
mildio_047.png,../data/synthetic/imagens_videira/mildio\mildio_047.png,mildio,256,256
mildio_048.png,../data/synthetic/imagens_videira/mildio\mildio_048.png,mildio,256,256
mildio_049.png,../data/synthetic/imagens_videira/mildio\mildio_049.png,mildio,256,256
mildio_050.png,../data/synthetic/imagens_videira/mildio\mildio_050.png,mildio,256,256
mildio_051.png,../data/synthetic/imagens_videira/mildio\mildio_051.png,mildio,256,256
mildio_052.png,../data/synthetic/imagens_videira/mildio\mildio_052.png,mildio,256,256
mildio_053.png,../data/synthetic/imagens_videira/mildio\mildio_053.png,mildio,256,256
mildio_054.png,../data/synthetic/imagens_videira/mildio\mildio_054.png,mildio,256,256
mildio_055.png,../data/synthetic/imagens_videira/mildio\mildio_055.png,mildio,256,256
mildio_056.png,../data/synthetic/imagens_videira/mildio\mildio_056.png,mildio,256,256
mildio_057.png,../data/synthetic/imagens_videira/mildio\mildio_057.png,mildio,256,256
mildio_058.png,../data/synthetic/imagens_videira/mildio\mildio_058.png,mildio,256,256
mildio_059.png,../data/synthetic/imagens_videira/mildio\mildio_059.png,mildio,256,256
mildio_060.png,../data/synthetic/imagens_videira/mildio\mildio_060.png,mildio,256,256
mildio_061.png,../data/synthetic/imagens_videira/mildio\mildio_061.png,mildio,256,256
mildio_062.png,../data/synthetic/imagens_videira/mildio\mildio_062.png,mildio,256,256
mildio_063.png,../data/synthetic/imagens_videira/mildio\mildio_063.png,mildio,256,256
mildio_064.png,../data/synthetic/imagens_videira/mildio\mildio_064.png,mildio,256,256
mildio_065.png,../data/synthetic/imagens_videira/mildio\mildio_065.png,mildio,256,256
mildio_066.png,../data/synthetic/imagens_videira/mildio\mildio_066.png,mildio,256,256
mildio_067.png,../data/synthetic/imagens_videira/mildio\mildio_067.png,mildio,256,256
mildio_068.png,../data/synthetic/imagens_videira/mildio\mildio_068.png,mildio,256,256
mildio_069.png,../data/synthetic/imagens_videira/mildio\mildio_069.png,mildio,256,256
mildio_070.png,../data/synthetic/imagens_videira/mildio\mildio_070.png,mildio,256,256
mildio_071.png,../data/synthetic/imagens_videira/mildio\mildio_071.png,mildio,256,256
mildio_072.png,../data/synthetic/imagens_videira/mildio\mildio_072.png,mildio,256,256
mildio_073.png,../data/synthetic/imagens_videira/mildio\mildio_073.png,mildio,256,256
mildio_074.png,../data/synthetic/imagens_videira/mildio\mildio_074.png,mildio,256,256
mildio_075.png,../data/synthetic/imagens_videira/mildio\mildio_075.png,mildio,256,256
mildio_076.png,../data/synthetic/imagens_videira/mildio\mildio_076.png,mildio,256,256
mildio_077.png,../data/synthetic/imagens_videira/mildio\mildio_077.png,mildio,256,256
mildio_078.png,../data/synthetic/imagens_videira/mildio\mildio_078.png,mildio,256,256
mildio_079.png,../data/synthetic/imagens_videira/mildio\mildio_079.png,mildio,256,256
mildio_080.png,../data/synthetic/imagens_videira/mildio\mildio_080.png,mildio,256,256
mildio_081.png,../data/synthetic/imagens_videira/mildio\mildio_081.png,mildio,256,256
mildio_082.png,../data/synthetic/imagens_videira/mildio\mildio_082.png,mildio,256,256
mildio_083.png,../data/synthetic/imagens_videira/mildio\mildio_083.png,mildio,256,256
mildio_084.png,../data/synthetic/imagens_videira/mildio\mildio_084.png,mildio,256,256
mildio_085.png,../data/synthetic/imagens_videira/mildio\mildio_085.png,mildio,256,256
mildio_086.png,../data/synthetic/imagens_videira/mildio\mildio_086.png,mildio,256,256
mildio_087.png,../data/synthetic/imagens_videira/mildio\mildio_087.png,mildio,256,256
mildio_088.png,../data/synthetic/imagens_videira/mildio\mildio_088.png,mildio,256,256
mildio_089.png,../data/synthetic/imagens_videira/mildio\mildio_089.png,mildio,256,256
mildio_090.png,../data/synthetic/imagens_videira/mildio\mildio_090.png,mildio,256,256
mildio_091.png,../data/synthetic/imagens_videira/mildio\mildio_091.png,mildio,256,256
mildio_092.png,../data/synthetic/imagens_videira/mildio\mildio_092.png,mildio,256,256
mildio_093.png,../data/synthetic/imagens_videira/mildio\mildio_093.png,mildio,256,256
mildio_094.png,../data/synthetic/imagens_videira/mildio\mildio_094.png,mildio,256,256
mildio_095.png,../data/synthetic/imagens_videira/mildio\mildio_095.png,mildio,256,256
mildio_096.png,../data/synthetic/imagens_videira/mildio\mildio_096.png,mildio,256,256
mildio_097.png,../data/synthetic/imagens_videira/mildio\mildio_097.png,mildio,256,256
mildio_098.png,../data/synthetic/imagens_videira/mildio\mildio_098.png,mildio,256,256
mildio_099.png,../data/synthetic/imagens_videira/mildio\mildio_099.png,mildio,256,256
mildio_100.png,../data/synthetic/imagens_videira/mildio\mildio_100.png,mildio,256,256
mildio_101.png,../data/synthetic/imagens_videira/mildio\mildio_101.png,mildio,256,256
mildio_102.png,../data/synthetic/imagens_videira/mildio\mildio_102.png,mildio,256,256
mildio_103.png,../data/synthetic/imagens_videira/mildio\mildio_103.png,mildio,256,256
mildio_104.png,../data/synthetic/imagens_videira/mildio\mildio_104.png,mildio,256,256
mildio_105.png,../data/synthetic/imagens_videira/mildio\mildio_105.png,mildio,256,256
