data,talhao_id,ndvi
2019-07-20,1,0.534
2019-07-21,1,0.608
2019-07-22,1,0.512
2019-07-23,1,0.504
2019-07-24,1,0.501
2019-07-25,1,0.485
2019-07-26,1,0.52
2019-07-27,1,0.493
2019-07-28,1,0.513
2019-07-29,1,0.499
2019-07-30,1,0.517
2019-07-31,1,0.493
2019-08-01,1,0.449
2019-08-02,1,0.442
2019-08-03,1,0.501
2019-08-04,1,0.449
2019-08-05,1,0.471
2019-08-06,1,0.482
2019-08-07,1,0.525
2019-08-08,1,0.453
2019-08-09,1,0.461
2019-08-10,1,0.461
2019-08-11,1,0.442
2019-08-12,1,0.438
2019-08-13,1,0.425
2019-08-14,1,0.444
2019-08-15,1,0.441
2019-08-16,1,0.428
2019-08-17,1,0.401
2019-08-18,1,0.459
2019-08-19,1,0.398
2019-08-20,1,0.427
2019-08-21,1,0.394
2019-08-22,1,0.424
2019-08-23,1,0.425
2019-08-24,1,0.383
2019-08-25,1,0.357
2019-08-26,1,0.397
2019-08-27,1,0.414
2019-08-28,1,0.381
2019-08-29,1,0.372
2019-08-30,1,0.379
2019-08-31,1,0.374
2019-09-01,1,0.341
2019-09-02,1,0.339
2019-09-03,1,0.357
2019-09-04,1,0.308
2019-09-05,1,0.327
2019-09-06,1,0.293
2019-09-07,1,0.311
2019-09-08,1,0.301
2019-09-09,1,0.291
2019-09-10,1,0.307
2019-09-11,1,0.296
2019-09-12,1,0.269
2019-09-13,1,0.289
2019-09-14,1,0.296
2019-09-15,1,0.273
2019-09-16,1,0.268
2019-09-17,1,0.26
2019-09-18,1,0.266
2019-09-19,1,0.273
2019-09-20,1,0.251
2019-09-21,1,0.242
2019-09-22,1,0.252
2019-09-23,1,0.237
2019-09-24,1,0.259
2019-09-25,1,0.245
2019-09-26,1,0.227
2019-09-27,1,0.243
2019-09-28,1,0.243
2019-09-29,1,0.249
2019-09-30,1,0.24
2019-10-01,1,0.263
2019-10-02,1,0.233
2019-10-03,1,0.237
2019-10-04,1,0.235
2019-10-05,1,0.231
2019-10-06,1,0.235
2019-10-07,1,0.238
2019-10-08,1,0.246
2019-10-09,1,0.212
2019-10-10,1,0.223
2019-10-11,1,0.222
2019-10-12,1,0.237
2019-10-13,1,0.222
2019-10-14,1,0.203
2019-10-15,1,0.225
2019-10-16,1,0.223
2019-10-17,1,0.225
2019-10-18,1,0.21
2019-10-19,1,0.246
2019-10-20,1,0.222
2019-10-21,1,0.223
2019-10-22,1,0.214
2019-10-23,1,0.213
2019-10-24,1,0.21
2019-10-25,1,0.218
2019-10-26,1,0.212
2019-10-27,1,0.245
2019-10-28,1,0.201
2019-10-29,1,0.209
2019-10-30,1,0.216
2019-10-31,1,0.228
2019-11-01,1,0.215
2019-11-02,1,0.227
2019-11-03,1,0.208
2019-11-04,1,0.22
2019-11-05,1,0.238
2019-11-06,1,0.208
2019-11-07,1,0.223
2019-11-08,1,0.22
2019-11-09,1,0.2
2019-11-10,1,0.211
2019-11-11,1,0.23
2019-11-12,1,0.219
2019-11-13,1,0.204
2019-11-14,1,0.224
2019-11-15,1,0.211
2019-11-16,1,0.22
2019-11-17,1,0.22
2019-11-18,1,0.205
2019-11-19,1,0.225
2019-11-20,1,0.206
2019-11-21,1,0.202
2019-11-22,1,0.207
2019-11-23,1,0.213
2019-11-24,1,0.218
2019-11-25,1,0.208
2019-11-26,1,0.229
2019-11-27,1,0.232
2019-11-28,1,0.221
2019-11-29,1,0.239
2019-11-30,1,0.244
2019-12-01,1,0.23
2019-12-02,1,0.228
2019-12-03,1,0.21
2019-12-04,1,0.226
2019-12-05,1,0.227
2019-12-06,1,0.271
2019-12-07,1,0.266
2019-12-08,1,0.271
2019-12-09,1,0.289
2019-12-10,1,0.291
2019-12-11,1,0.293
2019-12-12,1,0.281
2019-12-13,1,0.3
2019-12-14,1,0.315
2019-12-15,1,0.274
2019-12-16,1,0.29
2019-12-17,1,0.301
2019-12-18,1,0.313
2019-12-19,1,0.306
2019-12-20,1,0.305
2019-12-21,1,0.297
2019-12-22,1,0.307
2019-12-23,1,0.315
2019-12-24,1,0.274
2019-12-25,1,0.311
2019-12-26,1,0.299
2019-12-27,1,0.287
2019-12-28,1,0.259
2019-12-29,1,0.275
2019-12-30,1,0.318
2019-12-31,1,0.283
2020-01-01,1,0.284
2020-01-02,1,0.293
2020-01-03,1,0.289
2020-01-04,1,0.302
2020-01-05,1,0.288
2020-01-06,1,0.268
2020-01-07,1,0.279
2020-01-08,1,0.261
2020-01-09,1,0.265
2020-01-10,1,0.239
2020-01-11,1,0.224
2020-01-12,1,0.248
2020-01-13,1,0.251
2020-01-14,1,0.239
2020-01-15,1,0.218
2020-01-16,1,0.258
2020-01-17,1,0.237
2020-01-18,1,0.273
2020-01-19,1,0.251
2020-01-20,1,0.253
2020-01-21,1,0.275
2020-01-22,1,0.288
2020-01-23,1,0.273
2020-01-24,1,0.254
2020-01-25,1,0.276
2020-01-26,1,0.294
2020-01-27,1,0.273
2020-01-28,1,0.274
2020-01-29,1,0.282
2020-01-30,1,0.28
2020-01-31,1,0.291
2020-02-01,1,0.296
2020-02-02,1,0.301
2020-02-03,1,0.302
2020-02-04,1,0.326
2020-02-05,1,0.298
2020-02-06,1,0.314
2020-02-07,1,0.301
2020-02-08,1,0.324
2020-02-09,1,0.274
2020-02-10,1,0.293
2020-02-11,1,0.317
2020-02-12,1,0.3
2020-02-13,1,0.317
2020-02-14,1,0.309
2020-02-15,1,0.318
2020-02-16,1,0.313
2020-02-17,1,0.314
2020-02-18,1,0.327
2020-02-19,1,0.32
2020-02-20,1,0.32
2020-02-21,1,0.306
2020-02-22,1,0.297
2020-02-23,1,0.296
2020-02-24,1,0.318
2020-02-25,1,0.27
2020-02-26,1,0.287
2020-02-27,1,0.293
2020-02-28,1,0.305
2020-02-29,1,0.268
2020-03-01,1,0.329
2020-03-02,1,0.32
2020-03-03,1,0.342
2020-03-04,1,0.328
2020-03-05,1,0.329
2020-03-06,1,0.349
2020-03-07,1,0.305
2020-03-08,1,0.292
2020-03-09,1,0.313
2020-03-10,1,0.304
2020-03-11,1,0.314
2020-03-12,1,0.303
2020-03-13,1,0.329
2020-03-14,1,0.33
2020-03-15,1,0.296
2020-03-16,1,0.303
2020-03-17,1,0.287
2020-03-18,1,0.309
2020-03-19,1,0.3
2020-03-20,1,0.297
2020-03-21,1,0.317
2020-03-22,1,0.323
2020-03-23,1,0.326
2020-03-24,1,0.293
2020-03-25,1,0.294
2020-03-26,1,0.278
2020-03-27,1,0.296
2020-03-28,1,0.308
2020-03-29,1,0.302
2020-03-30,1,0.335
2020-03-31,1,0.301
2020-04-01,1,0.293
2020-04-02,1,0.307
2020-04-03,1,0.293
2020-04-04,1,0.301
2020-04-05,1,0.3
2020-04-06,1,0.302
2020-04-07,1,0.269
2020-04-08,1,0.293
2020-04-09,1,0.298
2020-04-10,1,0.305
2020-04-11,1,0.283
2020-04-12,1,0.299
2020-04-13,1,0.298
2020-04-14,1,0.275
2020-04-15,1,0.31
2020-04-16,1,0.312
2020-04-17,1,0.305
2020-04-18,1,0.28
2020-04-19,1,0.311
2020-04-20,1,0.31
2020-04-21,1,0.327
2020-04-22,1,0.344
2020-04-23,1,0.345
2020-04-24,1,0.325
2020-04-25,1,0.328
2020-04-26,1,0.342
2020-04-27,1,0.317
2020-04-28,1,0.323
2020-04-29,1,0.344
2020-04-30,1,0.379
2020-05-01,1,0.355
2020-05-02,1,0.393
2020-05-03,1,0.319
2020-05-04,1,0.346
2020-05-05,1,0.378
2020-05-06,1,0.402
2020-05-07,1,0.389
2020-05-08,1,0.393
2020-05-09,1,0.398
2020-05-10,1,0.369
2020-05-11,1,0.434
2020-05-12,1,0.401
2020-05-13,1,0.443
2020-05-14,1,0.424
2020-05-15,1,0.447
2020-05-16,1,0.436
2020-05-17,1,0.432
2020-05-18,1,0.444
2020-05-19,1,0.412
2020-05-20,1,0.45
2020-05-21,1,0.494
2020-05-22,1,0.49
2020-05-23,1,0.442
2020-05-24,1,0.482
2020-05-25,1,0.48
2020-05-26,1,0.499
2020-05-27,1,0.487
2020-05-28,1,0.472
2020-05-29,1,0.515
2020-05-30,1,0.651
2020-05-31,1,0.691
2020-06-01,1,0.688
2020-06-02,1,0.651
2020-06-03,1,0.661
2020-06-04,1,0.737
2020-06-05,1,0.684
2020-06-06,1,0.657
2020-06-07,1,0.646
2020-06-08,1,0.726
2020-06-09,1,0.702
2020-06-10,1,0.676
2020-06-11,1,0.731
2020-06-12,1,0.717
2020-06-13,1,0.656
2020-06-14,1,0.74
2020-06-15,1,0.77
2020-06-16,1,0.818
2020-06-17,1,0.729
2020-06-18,1,0.739
2020-06-19,1,0.792
2020-06-20,1,0.741
2020-06-21,1,0.747
2020-06-22,1,0.715
2020-06-23,1,0.689
2020-06-24,1,0.775
2020-06-25,1,0.695
2020-06-26,1,0.785
2020-06-27,1,0.714
2020-06-28,1,0.753
2020-06-29,1,0.552
2020-06-30,1,0.63
2020-07-01,1,0.603
2020-07-02,1,0.652
2020-07-03,1,0.561
2020-07-04,1,0.604
2020-07-05,1,0.592
2020-07-06,1,0.597
2020-07-07,1,0.634
2020-07-08,1,0.602
2020-07-09,1,0.55
2020-07-10,1,0.594
2020-07-11,1,0.564
2020-07-12,1,0.559
2020-07-13,1,0.6
2020-07-14,1,0.55
2020-07-15,1,0.553
2020-07-16,1,0.562
2020-07-17,1,0.584
2020-07-18,1,0.57
2020-07-19,1,0.543
2020-07-20,1,0.539
2020-07-21,1,0.511
2020-07-22,1,0.517
2020-07-23,1,0.516
2020-07-24,1,0.525
2020-07-25,1,0.577
2020-07-26,1,0.503
2020-07-27,1,0.508
2020-07-28,1,0.488
2020-07-29,1,0.555
2020-07-30,1,0.466
2020-07-31,1,0.478
2020-08-01,1,0.522
2020-08-02,1,0.439
2020-08-03,1,0.488
2020-08-04,1,0.5
2020-08-05,1,0.511
2020-08-06,1,0.448
2020-08-07,1,0.45
2020-08-08,1,0.501
2020-08-09,1,0.453
2020-08-10,1,0.432
2020-08-11,1,0.427
2020-08-12,1,0.417
2020-08-13,1,0.423
2020-08-14,1,0.45
2020-08-15,1,0.441
2020-08-16,1,0.392
2020-08-17,1,0.416
2020-08-18,1,0.398
2020-08-19,1,0.417
2020-08-20,1,0.393
2020-08-21,1,0.398
2020-08-22,1,0.383
2020-08-23,1,0.34
2020-08-24,1,0.377
2020-08-25,1,0.348
2020-08-26,1,0.381
2020-08-27,1,0.327
2020-08-28,1,0.324
2020-08-29,1,0.33
2020-08-30,1,0.336
2020-08-31,1,0.319
2020-09-01,1,0.344
2020-09-02,1,0.34
2020-09-03,1,0.337
2020-09-04,1,0.303
2020-09-05,1,0.281
2020-09-06,1,0.318
2020-09-07,1,0.29
2020-09-08,1,0.293
2020-09-09,1,0.299
2020-09-10,1,0.263
2020-09-11,1,0.306
2020-09-12,1,0.293
2020-09-13,1,0.282
2020-09-14,1,0.287
2020-09-15,1,0.279
2020-09-16,1,0.271
2020-09-17,1,0.262
2020-09-18,1,0.254
2020-09-19,1,0.265
2020-09-20,1,0.264
2020-09-21,1,0.271
2020-09-22,1,0.257
2020-09-23,1,0.242
2020-09-24,1,0.231
2020-09-25,1,0.247
2020-09-26,1,0.247
2020-09-27,1,0.244
2020-09-28,1,0.225
2020-09-29,1,0.255
2020-09-30,1,0.26
2020-10-01,1,0.235
2020-10-02,1,0.253
2020-10-03,1,0.259
2020-10-04,1,0.246
2020-10-05,1,0.233
2020-10-06,1,0.263
2020-10-07,1,0.246
2020-10-08,1,0.238
2020-10-09,1,0.268
2020-10-10,1,0.278
2020-10-11,1,0.25
2020-10-12,1,0.264
2020-10-13,1,0.278
2020-10-14,1,0.239
2020-10-15,1,0.248
2020-10-16,1,0.247
2020-10-17,1,0.252
2020-10-18,1,0.25
2020-10-19,1,0.264
2020-10-20,1,0.248
2020-10-21,1,0.25
2020-10-22,1,0.262
2020-10-23,1,0.259
2020-10-24,1,0.268
2020-10-25,1,0.261
2020-10-26,1,0.265
2020-10-27,1,0.24
2020-10-28,1,0.25
2020-10-29,1,0.277
2020-10-30,1,0.253
2020-10-31,1,0.257
2020-11-01,1,0.25
2020-11-02,1,0.247
2020-11-03,1,0.239
2020-11-04,1,0.285
2020-11-05,1,0.241
2020-11-06,1,0.245
2020-11-07,1,0.215
2020-11-08,1,0.24
2020-11-09,1,0.221
2020-11-10,1,0.227
2020-11-11,1,0.232
2020-11-12,1,0.237
2020-11-13,1,0.235
2020-11-14,1,0.235
2020-11-15,1,0.234
2020-11-16,1,0.233
2020-11-17,1,0.233
2020-11-18,1,0.242
2020-11-19,1,0.237
2020-11-20,1,0.237
2020-11-21,1,0.219
2020-11-22,1,0.241
2020-11-23,1,0.24
2020-11-24,1,0.221
2020-11-25,1,0.244
2020-11-26,1,0.219
2020-11-27,1,0.206
2020-11-28,1,0.239
2020-11-29,1,0.225
2020-11-30,1,0.238
2020-12-01,1,0.218
2020-12-02,1,0.22
2020-12-03,1,0.25
2020-12-04,1,0.218
2020-12-05,1,0.213
2020-12-06,1,0.21
2020-12-07,1,0.2
2020-12-08,1,0.22
2020-12-09,1,0.207
2020-12-10,1,0.232
2020-12-11,1,0.2
2020-12-12,1,0.209
2020-12-13,1,0.247
2020-12-14,1,0.237
2020-12-15,1,0.236
2020-12-16,1,0.216
2020-12-17,1,0.232
2020-12-18,1,0.236
2020-12-19,1,0.216
2020-12-20,1,0.237
2020-12-21,1,0.249
2020-12-22,1,0.231
2020-12-23,1,0.236
2020-12-24,1,0.214
2020-12-25,1,0.221
2020-12-26,1,0.251
2020-12-27,1,0.237
2020-12-28,1,0.24
2020-12-29,1,0.243
2020-12-30,1,0.251
2020-12-31,1,0.238
2021-01-01,1,0.245
2021-01-02,1,0.227
2021-01-03,1,0.253
2021-01-04,1,0.236
2021-01-05,1,0.27
2021-01-06,1,0.253
2021-01-07,1,0.242
2021-01-08,1,0.265
2021-01-09,1,0.241
2021-01-10,1,0.252
2021-01-11,1,0.259
2021-01-12,1,0.257
2021-01-13,1,0.222
2021-01-14,1,0.234
2021-01-15,1,0.247
2021-01-16,1,0.229
2021-01-17,1,0.261
2021-01-18,1,0.251
2021-01-19,1,0.239
2021-01-20,1,0.243
2021-01-21,1,0.268
2021-01-22,1,0.257
2021-01-23,1,0.25
2021-01-24,1,0.228
2021-01-25,1,0.265
2021-01-26,1,0.251
2021-01-27,1,0.229
2021-01-28,1,0.225
2021-01-29,1,0.234
2021-01-30,1,0.222
2021-01-31,1,0.231
2021-02-01,1,0.245
2021-02-02,1,0.215
2021-02-03,1,0.227
2021-02-04,1,0.226
2021-02-05,1,0.226
2021-02-06,1,0.212
2021-02-07,1,0.212
2021-02-08,1,0.231
2021-02-09,1,0.223
2021-02-10,1,0.271
2021-02-11,1,0.252
2021-02-12,1,0.272
2021-02-13,1,0.253
2021-02-14,1,0.243
2021-02-15,1,0.274
2021-02-16,1,0.262
2021-02-17,1,0.282
2021-02-18,1,0.28
2021-02-19,1,0.265
2021-02-20,1,0.263
2021-02-21,1,0.267
2021-02-22,1,0.269
2021-02-23,1,0.255
2021-02-24,1,0.279
2021-02-25,1,0.265
2021-02-26,1,0.265
2021-02-27,1,0.291
2021-02-28,1,0.298
2021-03-01,1,0.285
2021-03-02,1,0.298
2021-03-03,1,0.337
2021-03-04,1,0.296
2021-03-05,1,0.291
2021-03-06,1,0.274
2021-03-07,1,0.3
2021-03-08,1,0.284
2021-03-09,1,0.295
2021-03-10,1,0.306
2021-03-11,1,0.26
2021-03-12,1,0.267
2021-03-13,1,0.282
2021-03-14,1,0.269
2021-03-15,1,0.283
2021-03-16,1,0.263
2021-03-17,1,0.309
2021-03-18,1,0.301
2021-03-19,1,0.295
2021-03-20,1,0.291
2021-03-21,1,0.312
2021-03-22,1,0.295
2021-03-23,1,0.303
2021-03-24,1,0.323
2021-03-25,1,0.296
2021-03-26,1,0.287
2021-03-27,1,0.294
2021-03-28,1,0.331
2021-03-29,1,0.282
2021-03-30,1,0.275
2021-03-31,1,0.298
2021-04-01,1,0.301
2021-04-02,1,0.29
2021-04-03,1,0.313
2021-04-04,1,0.306
2021-04-05,1,0.304
2021-04-06,1,0.333
2021-04-07,1,0.325
2021-04-08,1,0.376
2021-04-09,1,0.346
2021-04-10,1,0.315
2021-04-11,1,0.377
2021-04-12,1,0.343
2021-04-13,1,0.345
2021-04-14,1,0.349
2021-04-15,1,0.346
2021-04-16,1,0.353
2021-04-17,1,0.342
2021-04-18,1,0.326
2021-04-19,1,0.355
2021-04-20,1,0.371
2021-04-21,1,0.353
2021-04-22,1,0.371
2021-04-23,1,0.373
2021-04-24,1,0.404
2021-04-25,1,0.37
2021-04-26,1,0.368
2021-04-27,1,0.376
2021-04-28,1,0.381
2021-04-29,1,0.344
2021-04-30,1,0.38
2021-05-01,1,0.407
2021-05-02,1,0.395
2021-05-03,1,0.345
2021-05-04,1,0.352
2021-05-05,1,0.362
2021-05-06,1,0.359
2021-05-07,1,0.37
2021-05-08,1,0.374
2021-05-09,1,0.406
2021-05-10,1,0.414
2021-05-11,1,0.418
2021-05-12,1,0.413
2021-05-13,1,0.395
2021-05-14,1,0.434
2021-05-15,1,0.413
2021-05-16,1,0.425
2021-05-17,1,0.458
2021-05-18,1,0.432
2021-05-19,1,0.441
2021-05-20,1,0.41
2021-05-21,1,0.457
2021-05-22,1,0.429
2021-05-23,1,0.479
2021-05-24,1,0.457
2021-05-25,1,0.414
2021-05-26,1,0.462
2021-05-27,1,0.47
2021-05-28,1,0.529
2021-05-29,1,0.539
2021-05-30,1,0.518
2021-05-31,1,0.553
2021-06-01,1,0.447
2021-06-02,1,0.517
2021-06-03,1,0.512
2021-06-04,1,0.513
2021-06-05,1,0.576
2021-06-06,1,0.576
2021-06-07,1,0.536
2021-06-08,1,0.595
2021-06-09,1,0.568
2021-06-10,1,0.557
2021-06-11,1,0.553
2021-06-12,1,0.554
2021-06-13,1,0.593
2021-06-14,1,0.601
2021-06-15,1,0.592
2021-06-16,1,0.528
2021-06-17,1,0.599
2021-06-18,1,0.609
2021-06-19,1,0.575
2021-06-20,1,0.598
2021-06-21,1,0.543
2021-06-22,1,0.595
2021-06-23,1,0.625
2021-06-24,1,0.627
2021-06-25,1,0.649
2021-06-26,1,0.601
2021-06-27,1,0.586
2021-06-28,1,0.582
2021-06-29,1,0.612
2021-06-30,1,0.638
2021-07-01,1,0.647
2021-07-02,1,0.549
2021-07-03,1,0.591
2021-07-04,1,0.559
2021-07-05,1,0.589
2021-07-06,1,0.602
2021-07-07,1,0.59
2021-07-08,1,0.585
2021-07-09,1,0.629
2021-07-10,1,0.605
2021-07-11,1,0.574
2021-07-12,1,0.58
2021-07-13,1,0.602
2021-07-14,1,0.591
2021-07-15,1,0.559
2021-07-16,1,0.517
2021-07-17,1,0.531
2021-07-18,1,0.565
2021-07-19,1,0.507
2021-07-20,1,0.549
2021-07-21,1,0.537
2021-07-22,1,0.54
2021-07-23,1,0.476
2021-07-24,1,0.461
2021-07-25,1,0.496
2021-07-26,1,0.518
2021-07-27,1,0.524
2021-07-28,1,0.471
2021-07-29,1,0.5
2021-07-30,1,0.457
2021-07-31,1,0.461
2021-08-01,1,0.488
2021-08-02,1,0.486
2021-08-03,1,0.442
2021-08-04,1,0.471
2021-08-05,1,0.412
2021-08-06,1,0.445
2021-08-07,1,0.42
2021-08-08,1,0.421
2021-08-09,1,0.406
2021-08-10,1,0.44
2021-08-11,1,0.435
2021-08-12,1,0.404
2021-08-13,1,0.421
2021-08-14,1,0.413
2021-08-15,1,0.4
2021-08-16,1,0.441
2021-08-17,1,0.377
2021-08-18,1,0.39
2021-08-19,1,0.378
2021-08-20,1,0.373
2021-08-21,1,0.378
2021-08-22,1,0.365
2021-08-23,1,0.347
2021-08-24,1,0.36
2021-08-25,1,0.375
2021-08-26,1,0.366
2021-08-27,1,0.348
2021-08-28,1,0.328
2021-08-29,1,0.339
2021-08-30,1,0.35
2021-08-31,1,0.347
2021-09-01,1,0.33
2021-09-02,1,0.314
2021-09-03,1,0.313
2021-09-04,1,0.324
2021-09-05,1,0.319
2021-09-06,1,0.278
2021-09-07,1,0.311
2021-09-08,1,0.308
2021-09-09,1,0.281
2021-09-10,1,0.28
2021-09-11,1,0.277
2021-09-12,1,0.275
2021-09-13,1,0.262
2021-09-14,1,0.283
2021-09-15,1,0.265
2021-09-16,1,0.272
2021-09-17,1,0.262
2021-09-18,1,0.27
2021-09-19,1,0.251
2021-09-20,1,0.265
2021-09-21,1,0.264
2021-09-22,1,0.268
2021-09-23,1,0.28
2021-09-24,1,0.226
2021-09-25,1,0.255
2021-09-26,1,0.24
2021-09-27,1,0.223
2021-09-28,1,0.255
2021-09-29,1,0.26
2021-09-30,1,0.237
2021-10-01,1,0.243
2021-10-02,1,0.238
2021-10-03,1,0.242
2021-10-04,1,0.246
2021-10-05,1,0.238
2021-10-06,1,0.237
2021-10-07,1,0.246
2021-10-08,1,0.229
2021-10-09,1,0.24
2021-10-10,1,0.219
2021-10-11,1,0.246
2021-10-12,1,0.235
2021-10-13,1,0.221
2021-10-14,1,0.201
2021-10-15,1,0.224
2021-10-16,1,0.211
2021-10-17,1,0.227
2021-10-18,1,0.239
2021-10-19,1,0.224
2021-10-20,1,0.219
2021-10-21,1,0.225
2021-10-22,1,0.223
2021-10-23,1,0.2
2021-10-24,1,0.222
2021-10-25,1,0.225
2021-10-26,1,0.215
2021-10-27,1,0.233
2021-10-28,1,0.22
2021-10-29,1,0.23
2021-10-30,1,0.262
2021-10-31,1,0.234
2021-11-01,1,0.212
2021-11-02,1,0.23
2021-11-03,1,0.214
2021-11-04,1,0.241
2021-11-05,1,0.249
2021-11-06,1,0.241
2021-11-07,1,0.237
2021-11-08,1,0.225
2021-11-09,1,0.251
2021-11-10,1,0.241
2021-11-11,1,0.235
2021-11-12,1,0.234
2021-11-13,1,0.233
2021-11-14,1,0.237
2021-11-15,1,0.223
2021-11-16,1,0.247
2021-11-17,1,0.232
2021-11-18,1,0.237
2021-11-19,1,0.227
2021-11-20,1,0.236
2021-11-21,1,0.205
2021-11-22,1,0.219
2021-11-23,1,0.231
2021-11-24,1,0.221
2021-11-25,1,0.266
2021-11-26,1,0.213
2021-11-27,1,0.236
2021-11-28,1,0.269
2021-11-29,1,0.24
2021-11-30,1,0.23
2021-12-01,1,0.231
2021-12-02,1,0.276
2021-12-03,1,0.256
2021-12-04,1,0.265
2021-12-05,1,0.301
2021-12-06,1,0.287
2021-12-07,1,0.3
2021-12-08,1,0.294
2021-12-09,1,0.286
